c_5mM.c_0mM___padj,p_5mM.p_0mM___padj,Combined categories
1.30E-59,0.2441651,Hypothetical protein
5.12E-19,0.000221265,Hypothetical protein
2.68E-16,0.02888473,Hypothetical protein
0.3536728,0.3513148,Hypothetical protein
0.4227943,0.06670185,Hypothetical protein
1.49E-06,0.9499527,Hypothetical protein
0.001183424,0.000358169,Hypothetical protein
1.92E-12,0.05075446,Hypothetical protein
3.92E-09,0.000604405,Hypothetical protein
1.58E-21,3.43E-07,Hypothetical protein
2.63E-09,0.003234255,Hypothetical protein
2.45E-06,0.3207377,Hypothetical protein
3.45E-29,6.34E-10,Hypothetical protein
1.53E-14,0.4353753,Hypothetical protein
0.00013325,0.04091809,Hypothetical protein
8.48E-05,6.97E-05,Hypothetical protein
2.43E-05,2.60E-05,Hypothetical protein
2.50E-13,0.05733302,Hypothetical protein
0.002340312,0.087152903,Hypothetical protein
3.90E-117,0.012951608,Hypothetical protein
0.008214189,0.097610053,Hypothetical protein
0.078240392,0.319840717,Hypothetical protein
0.045391283,0.001602209,Hypothetical protein
1.02E-05,0.017730535,Hypothetical protein
1.57E-17,0.002047829,Hypothetical protein
0.757745327,0.332042924,Hypothetical protein
3.45E-07,0.002413849,Hypothetical protein
0.161043957,0.717047123,Hypothetical protein
0.021831156,0.027436668,Hypothetical protein
0.033191327,0.196327198,Hypothetical protein
1.19E-05,0.973542374,Hypothetical protein
0.05514099,0.003333538,Hypothetical protein
0.004244443,0.253047852,Hypothetical protein
0.001442634,0.075929706,Hypothetical protein
3.88E-33,0.000138278,Hypothetical protein
3.17E-06,0.002225136,Hypothetical protein
0.006539568,0.0160057,Hypothetical protein
1.66E-48,0.073423321,Hypothetical protein
0.061106969,0.15438732,Hypothetical protein
4.60E-08,0.000147492,Hypothetical protein
0.00211934,7.21E-08,Hypothetical protein
0.829313237,0.656534434,Hypothetical protein
1.15E-61,0.001204005,Hypothetical protein
0.912879444,0.027790763,Hypothetical protein
3.76E-30,2.73E-06,Hypothetical protein
4.67E-07,0.031898403,Hypothetical protein
4.13E-05,0.069000409,Hypothetical protein
0.006814127,0.00918597,Hypothetical protein
0.000257935,0.01251643,Hypothetical protein
0.00089061,0.3548872,Hypothetical protein
0.4718367,0.02529383,Hypothetical protein
0.02788744,0.02802118,Hypothetical protein
0.223393,7.18E-13,Hypothetical protein
0.4451135,0.01503537,Hypothetical protein
0.7662559,0.001421986,Hypothetical protein
1.38E-13,0.003247296,Hypothetical protein
2.70E-06,0.01854377,Hypothetical protein
0.003283212,0.00014158,Hypothetical protein
0.01606645,0.7658893,Hypothetical protein
0.00233986,1.42E-07,Hypothetical protein
3.95E-07,1.28E-44,Hypothetical protein
0.000158795,2.86E-35,Hypothetical protein
5.44E-06,3.00E-76,Hypothetical protein
0.000452144,3.67E-10,Hypothetical protein
1.83E-09,1.75E-08,Hypothetical protein
0.009049403,2.24E-08,Hypothetical protein
0.0768437,0.000435006,Hypothetical protein
5.35E-06,0.004890998,Hypothetical protein
7.82E-43,3.57E-12,Hypothetical protein
0.728414816,2.60E-24,Hypothetical protein
0.000811985,6.44E-08,Hypothetical protein
0.009997672,3.98E-06,Hypothetical protein
0.002560144,6.17E-05,Hypothetical protein
0.28627873,2.81E-10,Hypothetical protein
0.050818352,9.53E-13,Hypothetical protein
0.828764684,0.00021332,Hypothetical protein
0.021150904,1.44E-16,Hypothetical protein
0.001713879,4.12E-29,Hypothetical protein
0.865890076,1.52E-59,Hypothetical protein
7.01E-07,6.71E-52,Hypothetical protein
3.36E-10,3.75E-25,Hypothetical protein
2.62E-05,1.45E-10,Hypothetical protein
0.180128076,2.75E-16,Hypothetical protein
0.009976316,1.77E-15,Hypothetical protein
1.27E-08,6.09E-13,Hypothetical protein
1.07E-07,1.12E-29,Hypothetical protein
0.78764356,1.33E-08,Hypothetical protein
5.64E-12,4.70E-08,Hypothetical protein
1.38E-23,1.28E-57,Hypothetical protein
0.046576179,7.27E-07,Hypothetical protein
1.78E-20,0.002176069,Hypothetical protein
9.34E-09,2.29E-05,Hypothetical protein
4.49E-05,1.54E-36,Hypothetical protein
0.131077069,3.61E-10,Hypothetical protein
0.024364934,1.05E-10,Hypothetical protein
0.040089209,1.54E-05,Hypothetical protein
0.15747989,5.87E-18,Hypothetical protein
2.34E-06,3.70E-06,Hypothetical protein
0.030018797,6.38E-88,Hypothetical protein
0.291591973,0.000197381,Hypothetical protein
0.199797704,2.43E-17,Hypothetical protein
9.39E-08,8.31E-13,Hypothetical protein
4.64E-12,6.68E-09,Hypothetical protein
0.07278393,2.64E-05,Hypothetical protein
0.105015772,0.0006285,Hypothetical protein
0.648481236,2.72E-07,Hypothetical protein
0.036513673,2.27E-05,Hypothetical protein
0.777247787,5.86E-07,Hypothetical protein
0.341588634,1.82E-10,Hypothetical protein
1.30E-10,1.01E-08,Hypothetical protein
0.796617193,1.14E-05,Hypothetical protein
2.13E-08,3.37E-05,Hypothetical protein
5.07E-90,5.39E-69,Hypothetical protein
1.85E-66,3.38E-59,Hypothetical protein
0.837680746,6.95E-21,Hypothetical protein
0.076675342,9.14E-09,Hypothetical protein
0.007390639,1.67E-11,Hypothetical protein
6.41E-08,1.03E-05,Hypothetical protein
1.98E-18,1.00E-32,Hypothetical protein
3.06E-99,5.73E-91,Hypothetical protein
0.075297216,1.43E-20,Hypothetical protein
3.22E-54,1.97E-48,Hypothetical protein
2.42E-86,5.28E-93,Hypothetical protein
0.273600263,1.78E-16,Hypothetical protein
0.95227313,1.40E-10,Hypothetical protein
0.247270574,6.09E-06,Hypothetical protein
7.21E-17,3.37E-14,Hypothetical protein
0.337399731,2.84E-22,Hypothetical protein
0.154327076,4.49E-198,Hypothetical protein
0.00089061,2.68E-08,Hypothetical protein
0.001464548,1.15E-32,Hypothetical protein
0.045423874,1.32E-13,Hypothetical protein
0.044623295,0.00066554,Hypothetical protein
0.000141802,3.53E-17,Hypothetical protein
0.308526142,1.35E-37,Hypothetical protein
0.469494913,2.85E-29,Hypothetical protein
1.97E-06,1.58E-24,Hypothetical protein
0.906834518,7.33E-10,Hypothetical protein
0.00507043,4.13E-09,Hypothetical protein
1.15E-06,8.78E-16,Hypothetical protein
0.131260737,6.05E-20,Hypothetical protein
0.505781684,2.17E-26,Hypothetical protein
0.745158484,3.08E-12,Hypothetical protein
0.914357289,1.26E-53,Hypothetical protein
1.08E-51,1.81E-244,Hypothetical protein
0.008671021,1.58E-193,Hypothetical protein
0.089164818,5.63E-05,Hypothetical protein
0.018701316,0.000653917,Hypothetical protein
3.39E-05,5.11E-14,Hypothetical protein
0.104147252,7.46E-10,Hypothetical protein
0.004903537,4.99E-18,Hypothetical protein
0.260989464,5.49E-35,Hypothetical protein
6.21E-07,1.70E-16,Hypothetical protein
0.233835386,7.76E-37,Hypothetical protein
0.08741672,5.58E-16,Hypothetical protein
0.2966671,9.58E-12,Hypothetical protein
0.1630728,1.45E-13,Hypothetical protein
0.001659335,6.14E-21,Hypothetical protein
7.80E-16,1.29E-112,Hypothetical protein
0.8492535,1.43E-11,Hypothetical protein
0.1632545,1.69E-16,Hypothetical protein
7.95E-10,8.00E-25,Hypothetical protein
3.58E-11,9.57E-34,Hypothetical protein
3.16E-07,1.59E-13,Hypothetical protein
0.7440307,1.30E-14,Hypothetical protein
1.14E-15,2.09E-07,Hypothetical protein
3.57E-12,1.14E-09,Hypothetical protein
0.08440853,1.33E-38,Hypothetical protein
0.001655085,1.21E-17,Hypothetical protein
0.50763,4.75E-13,Hypothetical protein
0.8536352,2.33E-50,Hypothetical protein
0.3437681,0.000108521,Hypothetical protein
0.5337256,5.03E-31,Hypothetical protein
4.93E-06,5.06E-10,Hypothetical protein
2.30E-43,1.10E-46,Hypothetical protein
8.10E-38,9.06E-50,Hypothetical protein
0.3100995,2.13E-59,Hypothetical protein
0.2797528,1.29E-06,Hypothetical protein
0.84211,0.02543338,Hypothetical protein
6.52E-08,1.71E-07,Hypothetical protein
0.3032908,2.64E-14,Hypothetical protein
0.1662196,5.48E-07,Hypothetical protein
0.00062226,7.79E-19,Hypothetical protein
1.10E-14,5.20E-08,Hypothetical protein
0.4694949,0.000115733,Hypothetical protein
4.18E-09,8.00E-06,Hypothetical protein
0.01320766,8.88E-19,Hypothetical protein
7.90E-05,2.22E-48,Hypothetical protein
3.59E-14,1.28E-12,Hypothetical protein
0.4441059,9.05E-18,Hypothetical protein
0.001826977,1.22E-06,Hypothetical protein
1.27E-11,0.000137378,Hypothetical protein
1.36E-06,7.29E-27,Hypothetical protein
0.007987393,0.001194903,Hypothetical protein
6.07E-06,3.25E-15,Hypothetical protein
0.000346038,4.22E-15,Hypothetical protein
0.009524756,9.08E-08,Hypothetical protein
0.681759,1.50E-13,Hypothetical protein
0.048621097,1.84E-37,Biofilm and attachment
0.000558337,2.40E-20,Biofilm and attachment
0.024054888,3.46E-05,Iron uptake
0.004333345,6.29E-16,Iron uptake
0.001909996,1.42E-82,Iron uptake
0.003052462,4.07E-68,Iron uptake
1.42E-62,5.13E-116,Iron uptake
7.05E-07,1.15E-16,Iron uptake
1.83E-49,5.94E-97,Iron uptake
1.70E-14,4.19E-44,Iron uptake
9.81E-28,1.72E-26,Iron uptake
3.18E-64,1.04E-130,Iron uptake
3.61E-13,7.68E-09,Iron uptake
4.98E-53,2.20E-18,Iron uptake
3.01E-12,7.34E-14,Iron uptake
5.01E-06,2.99E-16,Iron uptake
1.50E-19,3.08E-11,Iron uptake
0.119495163,0.727370467,Iron uptake
1.68E-05,0.996681545,Iron uptake
0.5879602,2.43E-06,Iron uptake
0.000252115,0.341927179,Iron uptake
1.17E-18,0.536110369,Iron uptake
8.89E-33,1.17E-14,"Stresses (oxidative, heat, cold, osmotic)"
3.68E-30,8.11E-15,"Stresses (oxidative, heat, cold, osmotic)"
5.04E-19,6.10E-16,"Stresses (oxidative, heat, cold, osmotic)"
0.002013032,2.84E-06,"Stresses (oxidative, heat, cold, osmotic)"
8.61E-13,1.20E-17,"Stresses (oxidative, heat, cold, osmotic)"
2.85E-55,7.86E-86,Iron uptake
2.33E-23,2.96E-80,Iron uptake
7.35E-06,2.60E-82,Iron uptake
0.870152886,0.071805401,Iron uptake
5.45E-63,3.01E-89,Iron uptake
5.36E-71,2.90E-71,Iron uptake
0.4307498,0.2437075,Fatty acid and lipid metabolism and transport
0.305154556,0.641567565,Fatty acid and lipid metabolism and transport
0.000124292,7.81E-39,Fatty acid and lipid metabolism and transport
0.296590104,2.70E-45,Fatty acid and lipid metabolism and transport
0.529067036,3.94E-08,Fatty acid and lipid metabolism and transport
0.013988892,0.044119226,Fatty acid and lipid metabolism and transport
0.05089126,1.59E-08,Fatty acid and lipid metabolism and transport
4.14E-10,0.099771,Fatty acid and lipid metabolism and transport
2.57E-75,0.8758791,Fatty acid and lipid metabolism and transport
0.090155619,0.001176637,Fatty acid and lipid metabolism and transport
5.49E-06,0.0010137,Fatty acid and lipid metabolism and transport
3.08E-09,0.9622309,Fatty acid and lipid metabolism and transport
1.75E-26,4.06E-06,Fatty acid and lipid metabolism and transport
6.53E-44,0.39014283,Fatty acid and lipid metabolism and transport
1.96E-07,0.003554777,Fatty acid and lipid metabolism and transport
2.09E-10,2.25E-24,Iron uptake
0.8514418,4.68E-94,Iron uptake
0.05941997,3.63E-15,Iron uptake
1.96E-22,2.20E-18,Iron uptake
0.2479925,7.70E-12,Iron uptake
1.00E-10,1.49E-07,Iron uptake
0.000198491,9.55E-16,Iron uptake
1.41E-12,3.61E-37,Iron uptake
9.69E-10,2.01E-42,Iron uptake
2.38E-06,2.17E-25,Iron uptake
1.41E-18,5.42E-99,Iron uptake
4.48E-12,3.17E-49,Iron uptake
1.13E-189,0.001350463,Iron uptake
3.54E-191,0.584032818,Iron uptake
0.1030542,3.81E-23,Iron uptake
0.1632545,0.01442395,Iron uptake
9.21E-27,1.60E-05,Iron uptake
6.36E-05,1.46E-05,Iron uptake
0.064625892,2.40E-74,Iron uptake
1.17E-34,2.27E-08,Fatty acid and lipid metabolism and transport
4.03E-05,0.002601731,Fatty acid and lipid metabolism and transport
0.06483817,1.76E-09,Fatty acid and lipid metabolism and transport
0.07120382,4.48E-11,Fatty acid and lipid metabolism and transport
0.04014794,2.18E-08,Fatty acid and lipid metabolism and transport
3.89E-13,1.52E-91,Fatty acid and lipid metabolism and transport
0.000564156,3.18E-08,Fatty acid and lipid metabolism and transport
2.10E-17,5.66E-21,Fatty acid and lipid metabolism and transport
0.3282859,2.81E-13,Fatty acid and lipid metabolism and transport
1.53E-17,7.31E-107,Fatty acid and lipid metabolism and transport
0.132739573,0.807183551,Fatty acid and lipid metabolism and transport
0.068589441,0.098526738,Fatty acid and lipid metabolism and transport
4.51E-14,0.000834224,Fatty acid and lipid metabolism and transport
2.07E-14,6.14E-15,Fatty acid and lipid metabolism and transport
0.039069249,2.41E-15,Fatty acid and lipid metabolism and transport
0.029400595,1.44E-65,Fatty acid and lipid metabolism and transport
9.30E-71,0.010371902,Fatty acid and lipid metabolism and transport
1.92E-14,0.004002002,Fatty acid and lipid metabolism and transport
3.37E-05,0.0181744,Fatty acid and lipid metabolism and transport
0.002138302,0.03413389,Fatty acid and lipid metabolism and transport
0.23918967,0.113944493,Fatty acid and lipid metabolism and transport
1.03E-05,0.013020512,Fatty acid and lipid metabolism and transport
0.003541471,1.55E-16,Fatty acid and lipid metabolism and transport
0.318863909,0.101783005,Fatty acid and lipid metabolism and transport
0.06113059,0.4749011,Fatty acid and lipid metabolism and transport
0.196451886,0.418814546,Fatty acid and lipid metabolism and transport
9.55E-56,0.007289295,Fatty acid and lipid metabolism and transport
0.908739811,6.34E-14,Fatty acid and lipid metabolism and transport
1.35E-42,0.008986849,Fatty acid and lipid metabolism and transport
1.13E-10,0.000869792,Fatty acid and lipid metabolism and transport
1.47E-15,0.000108694,Exopolysaccharide biosynthesis
0.019496603,0.514645445,Exopolysaccharide biosynthesis
0.000865117,0.744276347,Exopolysaccharide biosynthesis
0.002759608,0.999138941,Exopolysaccharide biosynthesis
0.027935757,0.1088152,Exopolysaccharide biosynthesis
0.153211474,0.832826654,Exopolysaccharide biosynthesis
0.422570561,0.45287493,Exopolysaccharide biosynthesis
0.843715472,0.279856695,Exopolysaccharide biosynthesis
0.017377368,0.207346013,Exopolysaccharide biosynthesis
0.001132987,2.01E-11,Exopolysaccharide biosynthesis
1.07E-34,0.846739195,Exopolysaccharide biosynthesis
9.47E-34,0.000838755,Exopolysaccharide biosynthesis
7.71E-77,0.426429838,Exopolysaccharide biosynthesis
1.30E-39,0.000128689,Exopolysaccharide biosynthesis
8.20E-160,0.979161754,Exopolysaccharide biosynthesis
3.70E-69,0.002559753,Exopolysaccharide biosynthesis
1.02E-06,0.005320178,Exopolysaccharide biosynthesis
5.63E-08,1.55E-12,Iron uptake
2.75E-10,6.84E-31,Iron uptake
6.07E-05,1.29E-13,Iron uptake
0.01458235,2.94E-34,Iron uptake
2.75E-07,1.30E-14,Iron uptake
0.4374261,0.4541694,Energy metabolism
0.1592652,0.784852,Energy metabolism
0.002509634,0.01001248,Energy metabolism
0.006696866,8.39E-22,Energy metabolism
1.38E-10,0.474901055,Energy metabolism
0.422806577,2.44E-23,Energy metabolism
0.2150622,5.81E-08,Energy metabolism
1.14E-37,3.80E-13,Energy metabolism
1.48E-07,8.22E-19,Energy metabolism
0.98113,1.00E-77,Energy metabolism
0.842777618,2.88E-05,Energy metabolism
9.24E-21,5.03E-17,Energy metabolism
1.05E-21,5.60E-08,Energy metabolism
0.015349685,3.28E-12,Energy metabolism
3.11E-06,0.858461149,Energy metabolism
1.61E-05,4.29E-07,Energy metabolism
0.003347799,2.90E-42,Energy metabolism
1.18E-05,2.74E-06,Energy metabolism
1.51E-42,6.79E-11,Energy metabolism
0.052131952,6.25E-06,Energy metabolism
4.34E-10,0.1744594,Energy metabolism
1.54E-43,2.88E-09,Energy metabolism
0.000845374,0.006429329,Energy metabolism
3.98E-06,0.101127215,Energy metabolism
0.000117118,2.02E-08,Energy metabolism
0.00014078,0.001657713,Energy metabolism
0.000121017,2.55E-16,Energy metabolism
1.35E-30,4.54E-38,Energy metabolism
0.072778542,7.00E-20,Energy metabolism
0.013030589,1.51E-25,Energy metabolism
7.10E-13,0.396795605,Energy metabolism
0.1028472,0.002967404,Energy metabolism
0.000633991,0.103058776,Energy metabolism
0.843715472,6.30E-10,Energy metabolism
0.784574109,3.67E-06,Energy metabolism
0.669679343,6.10E-14,Energy metabolism
4.12E-12,2.05E-08,Energy metabolism
1.49E-06,5.31E-07,Energy metabolism
2.44E-10,5.71E-07,Energy metabolism
0.002051634,1.89E-14,Energy metabolism
6.63E-22,0.120525192,Energy metabolism
0.830869616,9.92E-07,Energy metabolism
0.01253297,0.357591,Energy metabolism
0.414838469,7.49E-09,Energy metabolism
4.41E-60,1.08E-29,Energy metabolism
6.50E-54,7.30E-21,Energy metabolism
2.06E-14,0.005764518,Energy metabolism
2.66E-06,0.4230702,Energy metabolism
1.05E-16,0.5172423,Energy metabolism
0.020243532,2.49E-09,Energy metabolism
6.47E-15,8.67E-21,Energy metabolism
0.6137732,9.00E-45,"DNA replication, recombination, modification and repair"
0.1043393,6.95E-83,"DNA replication, recombination, modification and repair"
0.368765974,2.16E-08,"DNA replication, recombination, modification and repair"
3.74E-07,9.05E-13,"DNA replication, recombination, modification and repair"
1.23E-59,6.09E-27,"DNA replication, recombination, modification and repair"
0.005542209,3.99E-10,"DNA replication, recombination, modification and repair"
2.02E-08,2.09E-16,"DNA replication, recombination, modification and repair"
4.84E-93,1.94E-21,"DNA replication, recombination, modification and repair"
0.5840251,0.1382322,"DNA replication, recombination, modification and repair"
5.12E-15,0.095205802,"DNA replication, recombination, modification and repair"
